
 LIST ALL SELECTED ELEMENTS.  (LIST NODES)
 
    ELEM MAT TYP REL ESY SEC        NODES
 
       1   1   1   1   0   1      7    32    44     6
       2   1   1   1   0   1     32    33    48    44
       3   1   1   1   0   1     33    34    52    48
       4   1   1   1   0   1     34    35    56    52
       5   1   1   1   0   1     35    31    43    56
       6   1   1   1   0   1      6    44    45     5
       7   1   1   1   0   1     44    48    49    45
       8   1   1   1   0   1     48    52    53    49
       9   1   1   1   0   1     52    56    57    53
      10   1   1   1   0   1     56    43    42    57
      11   1   1   1   0   1      5    45    46     4
      12   1   1   1   0   1     45    49    50    46
      13   1   1   1   0   1     49    53    54    50
      14   1   1   1   0   1     53    57    58    54
      15   1   1   1   0   1     57    42    41    58
      16   1   1   1   0   1      4    46    47     3
      17   1   1   1   0   1     46    50    51    47
      18   1   1   1   0   1     50    54    55    51
      19   1   1   1   0   1     54    58    59    55
      20   1   1   1   0   1     58    41    40    59
      21   1   1   1   0   1      3    47    30     1
      22   1   1   1   0   1     47    51    29    30
      23   1   1   1   0   1     51    55    28    29
      24   1   1   1   0   1     55    59    27    28
      25   1   1   1   0   1     59    40    26    27
      26   1   1   1   0   1     17    36    60    16
      27   1   1   1   0   1     36    37    64    60
      28   1   1   1   0   1     37    38    68    64
      29   1   1   1   0   1     38    39    72    68
      30   1   1   1   0   1     39    31    35    72
      31   1   1   1   0   1     16    60    61    15
      32   1   1   1   0   1     60    64    65    61
      33   1   1   1   0   1     64    68    69    65
      34   1   1   1   0   1     68    72    73    69
      35   1   1   1   0   1     72    35    34    73
      36   1   1   1   0   1     15    61    62    14
      37   1   1   1   0   1     61    65    66    62
      38   1   1   1   0   1     65    69    70    66
      39   1   1   1   0   1     69    73    74    70
      40   1   1   1   0   1     73    34    33    74
      41   1   1   1   0   1     14    62    63    13
      42   1   1   1   0   1     62    66    67    63
      43   1   1   1   0   1     66    70    71    67
      44   1   1   1   0   1     70    74    75    71
      45   1   1   1   0   1     74    33    32    75
      46   1   1   1   0   1     13    63    11     2
      47   1   1   1   0   1     63    67    10    11
      48   1   1   1   0   1     67    71     9    10
      49   1   1   1   0   1     71    75     8     9
      50   1   1   1   0   1     75    32     7     8
      51   1   1   1   0   1     26    40    76    25
      52   1   1   1   0   1     40    41    80    76
      53   1   1   1   0   1     41    42    84    80
      54   1   1   1   0   1     42    43    88    84
      55   1   1   1   0   1     43    31    39    88
      56   1   1   1   0   1     25    76    77    24
      57   1   1   1   0   1     76    80    81    77
      58   1   1   1   0   1     80    84    85    81
      59   1   1   1   0   1     84    88    89    85
      60   1   1   1   0   1     88    39    38    89
      61   1   1   1   0   1     24    77    78    23
      62   1   1   1   0   1     77    81    82    78
      63   1   1   1   0   1     81    85    86    82
      64   1   1   1   0   1     85    89    90    86
      65   1   1   1   0   1     89    38    37    90
      66   1   1   1   0   1     23    78    79    22
      67   1   1   1   0   1     78    82    83    79
      68   1   1   1   0   1     82    86    87    83
      69   1   1   1   0   1     86    90    91    87
      70   1   1   1   0   1     90    37    36    91
      71   1   1   1   0   1     22    79    21    12
      72   1   1   1   0   1     79    83    20    21
      73   1   1   1   0   1     83    87    19    20
      74   1   1   1   0   1     87    91    18    19
      75   1   1   1   0   1     91    36    17    18
